"STATISTIC Label","Year","Age Group","Sex","Inward or Outward Flow","UNIT","VALUE"
"Estimated Migration (Persons in April)","2021","0 - 14 years","Female","Immigrants: All origins","Thousand","4.2"
"Estimated Migration (Persons in April)","2021","15 - 24 years","Both sexes","Net migration","Thousand","-5.4"
"Estimated Migration (Persons in April)","2021","15 - 24 years","Both sexes","Emigrants: All destinations","Thousand","19.1"
"Estimated Migration (Persons in April)","2021","15 - 24 years","Both sexes","Immigrants: All origins","Thousand","13.7"
"Estimated Migration (Persons in April)","2021","15 - 24 years","Male","Net migration","Thousand","-2.9"
"Estimated Migration (Persons in April)","2021","15 - 24 years","Male","Emigrants: All destinations","Thousand","8.9"
"Estimated Migration (Persons in April)","2021","15 - 24 years","Male","Immigrants: All origins","Thousand","6"
"Estimated Migration (Persons in April)","2021","15 - 24 years","Female","Net migration","Thousand","-2.4"
"Estimated Migration (Persons in April)","2021","15 - 24 years","Female","Emigrants: All destinations","Thousand","10.2"
"Estimated Migration (Persons in April)","2021","15 - 24 years","Female","Immigrants: All origins","Thousand","7.7"
"Estimated Migration (Persons in April)","2021","25 - 44 years","Both sexes","Net migration","Thousand","19.6"
"Estimated Migration (Persons in April)","2021","25 - 44 years","Both sexes","Emigrants: All destinations","Thousand","19.8"
"Estimated Migration (Persons in April)","2021","25 - 44 years","Both sexes","Immigrants: All origins","Thousand","39.4"
"Estimated Migration (Persons in April)","2021","25 - 44 years","Male","Net migration","Thousand","7.9"
"Estimated Migration (Persons in April)","2021","25 - 44 years","Male","Emigrants: All destinations","Thousand","10.3"
"Estimated Migration (Persons in April)","2021","25 - 44 years","Male","Immigrants: All origins","Thousand","18.1"
"Estimated Migration (Persons in April)","2021","25 - 44 years","Female","Net migration","Thousand","11.7"
"Estimated Migration (Persons in April)","2021","25 - 44 years","Female","Emigrants: All destinations","Thousand","9.5"
"Estimated Migration (Persons in April)","2021","25 - 44 years","Female","Immigrants: All origins","Thousand","21.2"
"Estimated Migration (Persons in April)","2021","45 - 64 years","Both sexes","Net migration","Thousand","4.8"
"Estimated Migration (Persons in April)","2021","45 - 64 years","Both sexes","Emigrants: All destinations","Thousand","5.6"
"Estimated Migration (Persons in April)","2021","45 - 64 years","Both sexes","Immigrants: All origins","Thousand","10.4"
"Estimated Migration (Persons in April)","2021","45 - 64 years","Male","Net migration","Thousand","5.1"
"Estimated Migration (Persons in April)","2021","45 - 64 years","Male","Emigrants: All destinations","Thousand","2.1"
"Estimated Migration (Persons in April)","2021","45 - 64 years","Male","Immigrants: All origins","Thousand","7.1"
"Estimated Migration (Persons in April)","2021","45 - 64 years","Female","Net migration","Thousand","-0.3"
"Estimated Migration (Persons in April)","2021","45 - 64 years","Female","Emigrants: All destinations","Thousand","3.5"
"Estimated Migration (Persons in April)","2021","45 - 64 years","Female","Immigrants: All origins","Thousand","3.2"
"Estimated Migration (Persons in April)","2021","65 years and over","Both sexes","Net migration","Thousand","0"
"Estimated Migration (Persons in April)","2021","65 years and over","Both sexes","Emigrants: All destinations","Thousand","3.2"
"Estimated Migration (Persons in April)","2021","65 years and over","Both sexes","Immigrants: All origins","Thousand","3.1"
"Estimated Migration (Persons in April)","2021","65 years and over","Male","Net migration","Thousand","0.2"
"Estimated Migration (Persons in April)","2021","65 years and over","Male","Emigrants: All destinations","Thousand","1.4"
"Estimated Migration (Persons in April)","2021","65 years and over","Male","Immigrants: All origins","Thousand","1.6"
"Estimated Migration (Persons in April)","2021","65 years and over","Female","Net migration","Thousand","-0.2"
"Estimated Migration (Persons in April)","2021","65 years and over","Female","Emigrants: All destinations","Thousand","1.8"
"Estimated Migration (Persons in April)","2021","65 years and over","Female","Immigrants: All origins","Thousand","1.6"
"Estimated Migration (Persons in April)","2022","All ages","Both sexes","Net migration","Thousand","51.7"
"Estimated Migration (Persons in April)","2022","All ages","Both sexes","Emigrants: All destinations","Thousand","56.1"
"Estimated Migration (Persons in April)","2022","All ages","Both sexes","Immigrants: All origins","Thousand","107.8"
"Estimated Migration (Persons in April)","2022","All ages","Male","Net migration","Thousand","19.6"
"Estimated Migration (Persons in April)","2022","All ages","Male","Emigrants: All destinations","Thousand","29.6"
"Estimated Migration (Persons in April)","2022","All ages","Male","Immigrants: All origins","Thousand","49.2"
"Estimated Migration (Persons in April)","2022","All ages","Female","Net migration","Thousand","32.1"
"Estimated Migration (Persons in April)","2022","All ages","Female","Emigrants: All destinations","Thousand","26.5"
"Estimated Migration (Persons in April)","2022","All ages","Female","Immigrants: All origins","Thousand","58.6"
"Estimated Migration (Persons in April)","2022","0 - 14 years","Both sexes","Net migration","Thousand","13"
"Estimated Migration (Persons in April)","2022","0 - 14 years","Both sexes","Emigrants: All destinations","Thousand","3.4"
"Estimated Migration (Persons in April)","2022","0 - 14 years","Both sexes","Immigrants: All origins","Thousand","16.4"
"Estimated Migration (Persons in April)","2022","0 - 14 years","Male","Net migration","Thousand","6.3"
"Estimated Migration (Persons in April)","2022","0 - 14 years","Male","Emigrants: All destinations","Thousand","2.1"
"Estimated Migration (Persons in April)","2022","0 - 14 years","Male","Immigrants: All origins","Thousand","8.4"
"Estimated Migration (Persons in April)","2022","0 - 14 years","Female","Net migration","Thousand","6.7"
"Estimated Migration (Persons in April)","2022","0 - 14 years","Female","Emigrants: All destinations","Thousand","1.3"
"Estimated Migration (Persons in April)","2022","0 - 14 years","Female","Immigrants: All origins","Thousand","8"
"Estimated Migration (Persons in April)","2022","15 - 24 years","Both sexes","Net migration","Thousand","-0.1"
"Estimated Migration (Persons in April)","2022","15 - 24 years","Both sexes","Emigrants: All destinations","Thousand","21.1"
"Estimated Migration (Persons in April)","2022","15 - 24 years","Both sexes","Immigrants: All origins","Thousand","20.9"
"Estimated Migration (Persons in April)","2022","15 - 24 years","Male","Net migration","Thousand","-0.9"
"Estimated Migration (Persons in April)","2022","15 - 24 years","Male","Emigrants: All destinations","Thousand","10"
"Estimated Migration (Persons in April)","2022","15 - 24 years","Male","Immigrants: All origins","Thousand","9.1"
"Estimated Migration (Persons in April)","2022","15 - 24 years","Female","Net migration","Thousand","0.7"
"Estimated Migration (Persons in April)","2022","15 - 24 years","Female","Emigrants: All destinations","Thousand","11"
"Estimated Migration (Persons in April)","2022","15 - 24 years","Female","Immigrants: All origins","Thousand","11.8"
"Estimated Migration (Persons in April)","2022","25 - 44 years","Both sexes","Net migration","Thousand","32.2"
"Estimated Migration (Persons in April)","2022","25 - 44 years","Both sexes","Emigrants: All destinations","Thousand","21.5"
"Estimated Migration (Persons in April)","2022","25 - 44 years","Both sexes","Immigrants: All origins","Thousand","53.8"
"Estimated Migration (Persons in April)","2022","25 - 44 years","Male","Net migration","Thousand","11.4"
"Estimated Migration (Persons in April)","2022","25 - 44 years","Male","Emigrants: All destinations","Thousand","13"
"Estimated Migration (Persons in April)","2022","25 - 44 years","Male","Immigrants: All origins","Thousand","24.4"
"Estimated Migration (Persons in April)","2022","25 - 44 years","Female","Net migration","Thousand","20.8"
"Estimated Migration (Persons in April)","2022","25 - 44 years","Female","Emigrants: All destinations","Thousand","8.6"
"Estimated Migration (Persons in April)","2022","25 - 44 years","Female","Immigrants: All origins","Thousand","29.3"
"Estimated Migration (Persons in April)","2022","45 - 64 years","Both sexes","Net migration","Thousand","5.3"
"Estimated Migration (Persons in April)","2022","45 - 64 years","Both sexes","Emigrants: All destinations","Thousand","7.4"
"Estimated Migration (Persons in April)","2022","45 - 64 years","Both sexes","Immigrants: All origins","Thousand","12.7"
"Estimated Migration (Persons in April)","2022","45 - 64 years","Male","Net migration","Thousand","2.3"
"Estimated Migration (Persons in April)","2022","45 - 64 years","Male","Emigrants: All destinations","Thousand","3.3"
"Estimated Migration (Persons in April)","2022","45 - 64 years","Male","Immigrants: All origins","Thousand","5.6"
"Estimated Migration (Persons in April)","2022","45 - 64 years","Female","Net migration","Thousand","3"
"Estimated Migration (Persons in April)","2022","45 - 64 years","Female","Emigrants: All destinations","Thousand","4.1"
"Estimated Migration (Persons in April)","2022","45 - 64 years","Female","Immigrants: All origins","Thousand","7.1"
"Estimated Migration (Persons in April)","2022","65 years and over","Both sexes","Net migration","Thousand","1.4"
"Estimated Migration (Persons in April)","2022","65 years and over","Both sexes","Emigrants: All destinations","Thousand","2.6"
"Estimated Migration (Persons in April)","2022","65 years and over","Both sexes","Immigrants: All origins","Thousand","4.1"
"Estimated Migration (Persons in April)","2022","65 years and over","Male","Net migration","Thousand","0.5"
"Estimated Migration (Persons in April)","2022","65 years and over","Male","Emigrants: All destinations","Thousand","1.1"
"Estimated Migration (Persons in April)","2022","65 years and over","Male","Immigrants: All origins","Thousand","1.7"
"Estimated Migration (Persons in April)","2022","65 years and over","Female","Net migration","Thousand","0.9"
"Estimated Migration (Persons in April)","2022","65 years and over","Female","Emigrants: All destinations","Thousand","1.5"
"Estimated Migration (Persons in April)","2022","65 years and over","Female","Immigrants: All origins","Thousand","2.4"
"Estimated Migration (Persons in April)","2023","All ages","Both sexes","Net migration","Thousand","77.7"
"Estimated Migration (Persons in April)","2023","All ages","Both sexes","Emigrants: All destinations","Thousand","64"
"Estimated Migration (Persons in April)","2023","All ages","Both sexes","Immigrants: All origins","Thousand","141.6"
"Estimated Migration (Persons in April)","2023","All ages","Male","Net migration","Thousand","35.1"
"Estimated Migration (Persons in April)","2023","All ages","Male","Emigrants: All destinations","Thousand","31"
"Estimated Migration (Persons in April)","2023","All ages","Male","Immigrants: All origins","Thousand","66.1"
"Estimated Migration (Persons in April)","2023","All ages","Female","Net migration","Thousand","42.6"
"Estimated Migration (Persons in April)","2023","All ages","Female","Emigrants: All destinations","Thousand","32.9"
"Estimated Migration (Persons in April)","2023","All ages","Female","Immigrants: All origins","Thousand","75.5"
"Estimated Migration (Persons in April)","2023","0 - 14 years","Both sexes","Net migration","Thousand","16.3"
"Estimated Migration (Persons in April)","2023","0 - 14 years","Both sexes","Emigrants: All destinations","Thousand","5.5"
"Estimated Migration (Persons in April)","2023","0 - 14 years","Both sexes","Immigrants: All origins","Thousand","21.8"
"Estimated Migration (Persons in April)","2023","0 - 14 years","Male","Net migration","Thousand","8.2"
"Estimated Migration (Persons in April)","2023","0 - 14 years","Male","Emigrants: All destinations","Thousand","2.9"
"Estimated Migration (Persons in April)","2023","0 - 14 years","Male","Immigrants: All origins","Thousand","11.1"
